status_url	screen_name	created_at	favorite_count	retweet_count	dataset_id
https://twitter.com/EtienneCatalan/status/1424430163647995904	EtienneCatalan	2021-08-08T13:59:00Z	749	66	x
https://twitter.com/lfcJonasslfcJonass/status/1425048907009208322	lfcJonass	2021-08-10T06:58:00Z	414	18	x
https://twitter.com/NYPost_Lewis/status/1425197948430807044	NYPost_Lewis	2021-08-10T16:50:00Z	423	42	x
https://twitter.com/dchinellato/status/1425136233366368258	dchinellato	2021-08-10T12:45:00Z	230	29	x
https://twitter.com/BryanKoskesh/status/1425220460837445632	BryanKoskesh	2021-08-10T18:20:00Z	0	0	x
https://twitter.com/lebowski2point0/status/1426575877052174346	lebowski2point0	2021-08-14T12:06:00Z	0	0	x
https://twitter.com/FranJMerino/status/1426575631723151362	FranJMerio	2021-08-14T12:06:00Z	1	1	x
